Key,Title,DOI,Abstract Note,DateScreened,Screener,Decision,FullTextView,ExclusionReason,Notes,Correlations
F797JRVQ,High serum vitamin D levels reduce the risk for nonalcoholic fatty liver disease in healthy men independent of metabolic syndrome.,10.1507/endocrj.ej12-0387,"Recent studies suggest an association of vitamin D with obesity, diabetes and cardiovascular diseases. We analyzed the association of serum vitamin D level  assessed by 25-hydroxyvitamin D3 {25(OH)D3 } with nonalcoholic fatty liver  disease (NAFLD) in apparently healthy men. We performed a cross-sectional study  of 6,567 Korean men who participated in a health screening program, evaluating  the association of serum 25(OH)D3 levels with the risk of NAFLD assessed by  abdominal ultrasonogram. Of the participants, 43.6% had NAFLD and 21.1% had  metabolic syndrome. Age, serum calcium, and aspartate aminotransferase levels  showed weak but significant positive correlations with 25(OH)D3 level; total  cholesterol, triglycerides, low-density lipoprotein cholesterol and fasting  insulin level showed weak but significant negative correlations with 25(OH)D3  level. The mean 25(OH)D3 level was significantly lower in participants with NAFLD  than in those without (38.7 ± 9.0 vs. 39.7 ± 9.7 nmol/L, p < 0.001). When  participants were divided into tertiles based on mean 25(OH)D3 level, the  proportion with NAFLD significantly increased as mean 25(OH)D3 level decreased  (40.0, 45.0 and 45.9%, p for linear trend < 0.001). Multiple logistic regression  analyses with NAFLD as the dependent variable showed that the tertiles with lower  25(OH)D3 levels had a significantly increased risk for NAFLD compared with the  highest tertile, even after adjusting for body mass index and metabolic syndrome  (OR 1.247 and 1.408 vs. the highest tertile, p < 0.001). Thus, participants with  higher serum 25(OH)D3 showed a significantly reduced risk for NAFLD compared with  the low 25(OH)D3 groups, independent of obesity and metabolic syndrome.",NA,NA,NA,NA,NA,NA,NA
6Y5SI2AT,"The relationship between serum calcium level, blood lipids, and blood pressure in hypertensive and normotensive subjects who come from a normal university in east  of China.",10.1007/s12011-013-9646-3,"Previous studies revealed that low calcium intake is related to high prevalence of cardiovascular diseases such as hypertension. However, the relationship  between serum calcium and blood pressure was unclear. The prevalence of  hypertension is high in China. Thus, the aim of this study was to evaluate the  serum calcium level between hypertensive and normotensive groups and to  investigate the correlation between serum calcium, blood pressure, and blood  lipid parameters. A total of 1,135 adult subjects participated in this study and  were divide into two study groups: a hypertensive group (n = 316) who had 140  mmHg or higher in systolic blood pressure (SBP) or 90 mmHg or higher in diastolic  blood pressure (DBP) and an age- and sex-matched normotensive group (n = 819, 120  mmHg or less SBP and 80 mmHg or less DBP). Our results indicate a significant  trend for men (60 years old or older) in the direction of decreasing blood  pressure with increasing serum calcium level, but no trend for women was  indicated. In the normotensive group, a significant positive correlation was  found between DBP and total cholesterol (P < 0.01) and triglyceride (P < 0.01),  Likewise, triglyceride was positively correlated with SBP (P < 0.01). Overall,  these data suggest that serum calcium may have an influence in the blood pressure  of older male subjects with hypertension and in blood lipid profiles of  normotensive subjects.",NA,NA,NA,NA,NA,NA,NA
SQ95TMFN,[Hormonal and metabolic disorders as systemic factor for the formation of urinary calculi].,NA,"In patients suffering from urolithiasis, metabolic diagnostics often reveals abnormalities contributing to the formation of stones: hypocitraturia, hyper- and  hypocalcemia, hypercalciuria, hypomagnesemia/hypomagnesuria, hyperoxalaturia,  etc. Before surgery, complex biochemical examination of blood and  24-hourcollection urine in 82 patients with urolithiasis was performed. The  analysis of the main laboratory parameters of carbohydrate, lipid, calcium and  phosphorus and purine metabolism found the prevalence of violations of calcium  and phosphorus metabolism in these patients. Dyslipidemia was diagnosed in 31  (37.8%) patients. There was a significant positive correlation between serum  total cholesterol and serum total calcium (rs = 0.3315, P = 0.0103). Low serum  calcium levels were associated with hyperoxalaturia (rs = -0.4270, P = 0.0295).  There was a significant effect of natriuria on urinary excretion of oxalate (rs =  0.6107, P = 0.0001), Mg (rs = 0.4156, P = 0.0096) and K (rs = 0.5234, P =  0.00005). The study shows the role of magnesium in the prevention of recurrence  and manifestation of urolithiasis. The combination of two or more types of  hormonal and metabolic disorders increases the incidence of recurrent stones.  Timely correction of hormonal-metabolic status allows to reduce the risk of stone  formation, and hospitalization attributable to the complications associated.",NA,NA,NA,NA,NA,NA,NA
EYPLW4U8,"Analysis of vitamin D metabolism, thyroid and autoimmune markers in the vitiligo pathways and their possible interaction with sleep",10.1007/s00403-024-03443-w,"Vitiligo is an autoimmune skin disease that can be influenced by stress, including that resulting from sleep deprivation and sleep disturbances. Sleep is essential in the regulation of several hormonal, metabolic and autoimmune pathways that may have important roles in vitiligo. This study aimed to investigate the potential interplay between hormonal, metabolic, and autoimmune markers in vitiligo patients, and the possible influence of sleep quality in these vitiligo pathways. A cohort of 30 vitiligo patients and 26 healthy controls were assessed for various laboratory markers, including thyroid-stimulating hormone (TSH), parathyroid hormone (PTH), serum calcium, 1.25(OH)2D, 25(OH)D, anti-thyroid peroxidase (anti-TPO), anti-thyroglobulin (anti-TG), and antinuclear antibodies (ANA). The study evaluated sleep quality using the Pittsburgh Sleep Quality Index (PSQI). Positive anti-TPO were found in the vitiligo group, but did not in the control group. Vitamin D 25(OH)D mean levels were clinically insufficient in both groups (< 30 mg/dL). Reactive ANA was analyzed with 2 variables related to vitiligo: phototherapy and skin activity. No statistical correlation was found in the chi-square test on this relationship. Descriptive findings have shown that the positivity to anti-TPO and anti-TG, associated or not with reactive ANA, was higher in vitiligo group. Great part (85.7%) of vitiligo group were ""poor sleepers"" (PSQI > 5), which has increased (88.2%) when considering only individuals with signs of vitiligo activity. Autoimmune hypothyroidism and positive anti-TPO are expected in vitiligo, although this marker is not usually measured in the first laboratory screening to this disease. Adequate vitamin D levels may be a key adjuvant in skin pigmentation, and be related to sleep quality and immune regulation, as this vitamin can be related to better sleep and immunomodulation in autoimmune diseases. Evaluating ANA before phototherapy can be controversial, but it should be considered in cases with a poor response to this treatment, or when there is a higher risk of other autoimmune diseases. Poor sleep predominated in the vitiligo group, based on PSQI scores that reported worse subjective sleep in these patients. Worse sleep predominated in individuals with signs of skin activity and reactive autoimmune markers. Screening these components could be important in the management of vitiligo, as maintaining body homeostasis can help to improve the disease course. Sleep should be considered as a potential modulator of several multidirectional vitiligo pathways.",NA,NA,NA,NA,NA,NA,NA
WCR74R8K,Investigating the impact of extreme weather events and related indicators on cardiometabolic multimorbidity,10.1186/s13690-024-01361-x,"BACKGROUND: The impact of weather on human health has been proven, but the impact of extreme weather events on cardiometabolic multimorbidity (CMM) needs to be urgently explored. OBJECTIVES: Investigating the impact of extreme temperature, relative humidity (RH), and laboratory testing parameters at admission on adverse events in CMM hospitalizations. DESIGNS: Time-stratified case-crossover design. METHODS: A distributional lag nonlinear model with a time-stratified case-crossover design was used to explore the nonlinear lagged association between environmental factors and CMM. Subsequently, unbalanced data were processed by 1:2 propensity score matching (PSM) and conditional logistic regression was employed to analyze the association between laboratory indicators and unplanned readmissions for CMM. Finally, the previously identified environmental factors and relevant laboratory indicators were incorporated into different machine learning models to predict the risk of unplanned readmission for CMM. RESULTS: There are nonlinear associations and hysteresis effects between temperature, RH and hospital admissions for a variety of CMM. In addition, the risk of admission is higher under low temperature and high RH conditions with the addition of particulate matter (PM, PM2.5 and PM10) and O3_8h. The risk is greater for females and adults aged 65 and older. Compared with first quartile (Q1), the fourth quartile (Q4) had a higher association between serum calcium (HR = 1.3632, 95% CI: 1.0732 ~ 1.7334), serum creatinine (HR = 1.7987, 95% CI: 1.3528 ~ 2.3958), fasting plasma glucose (HR = 1.2579, 95% CI: 1.0839 ~ 1.4770), aspartate aminotransferase/ alanine aminotransferase ratio (HR = 2.3131, 95% CI: 1.9844 ~ 2.6418), alanine aminotransferase (HR = 1.7687, 95% CI: 1.2388 ~ 2.2986), and gamma-glutamyltransferase (HR = 1.4951, 95% CI: 1.2551 ~ 1.7351) were independently and positively associated with unplanned readmission for CMM. However, serum total bilirubin and High-Density Lipoprotein (HDL) showed negative correlations. After incorporating environmental factors and their lagged terms, eXtreme Gradient Boosting (XGBoost) demonstrated a more prominent predictive performance for unplanned readmission of CMM patients, with an average area under the receiver operating characteristic curve (AUC) of 0.767 (95% CI:0.7486 ~ 0.7854). CONCLUSIONS: Extreme cold or wet weather is linked to worsened adverse health effects in female patients with CMM and in individuals aged 65 years and older. Moreover, meteorologic factors and environmental pollutants may elevate the likelihood of unplanned readmissions for CMM.",NA,NA,NA,NA,NA,NA,NA
RREE67SR,"The association of vitamin D insufficiency with the prevalence of obesity in children: implications for serum calcium levels, alkaline phosphatase activity, and bone maturation",10.3389/fnut.2024.1466270,"BACKGROUND: Vitamin D deficiency has been identified as a potential risk factor for various adverse health outcomes. However, its specific role in metabolic regulation and skeletal development in school-aged children is not fully understood. This study aimed to explore the correlation between vitamin D deficiency and childhood obesity rates, and its impact on serum calcium, alkaline phosphatase, and bone age in children. METHODS: The study analyzed clinical data from 159 school-aged children who underwent medical examinations. Participants were divided into the 25-hydroxyvitamin D3 (25(OH)D3) deficiency group and the 25(OH)D3 normal group based on their serum levels. We compared body mass index (BMI), total cholesterol (TC), triglycerides (TG), Ca, ALP, bone age, fasting blood glucose (FBG), and hemoglobin A1c (HbA1c) between the two groups. Logistic regression and Spearman correlation analyses were performed to further investigate relationships between 25(OH)D3 levels and metabolic and bone-related markers. RESULTS: This study showed that the 25(OH)D3 deficiency cohort exhibited significantly higher BMI, TC, TG, and ALP levels, with lower Ca levels and delayed bone age compared to the normal group. Logistic regression analysis identified Ca, ALP, and bone age as significant predictors of 25(OH)D3 deficiency. Subgroup analysis showed that in the 25(OH)D3 deficient group, children with higher BMI had elevated TC, ALP levels, and delayed bone age, while Ca levels were lower. Correlation analysis confirmed the predictive value of these markers for 25(OH)D3 deficiency. CONCLUSION: Our findings demonstrate that 25(OH)D3 deficiency is strongly associated with obesity in school-aged children and may negatively affect normal skeletal development. Regular monitoring of 25(OH)D3 levels in school-aged children is essential for ensuring proper growth and development, especially in those at risk for obesity.",NA,NA,NA,NA,NA,NA,NA
CFCAD9QJ,载脂蛋白B和绝经后骨质疏松性骨折的相关性分析.,NA,"Objective To investigate the correlation between apolipoprotein B (Apo-B) and postmenopausal osteoporotic fractures. Methods A total of 204 patients with postmenopausal osteoporosis who were admitted to Changzhou First People's Hospital from November 2020 to July 2022 were enrolled. According to whether fragility fractures had occurred, the subjects were divided into fracture group (n=91) and non-fracture group (n=113), including 66 cases in the vertebral fracture group, 6 cases in the hip fracture group, and 19 cases in the rib and limb fracture group. The two groups were compared in terms of general data, blood lipid level, bone mineral density T value, parathyroid hormone (PTH), vitamin D, blood calcium, and whether they had hypertension or diabetes. Binary and multivariate logistic regression were used to analyze the association between apolipoprotein B and fracture risk. Results The prevalence of fractures in postmenopausal patients with osteoporosis was 44.61",NA,NA,NA,NA,NA,NA,NA
D95LUPAI,Hair Calcium Levels in Relation to Coronary Artery Disease Severity and Systemic Inflammation Markers: A Pilot Study,10.3390/jcm14134537,"Background: Coronary artery disease (CAD) is a leading global cause of mortality. The role of calcium (Ca), a key metabolic and structural element, in atherosclerosis and inflammation remains unclear. Ca influences immune cell function and is a component of atherosclerotic plaques. Hair analysis reflects long-term mineral exposure and may serve as a non-invasive biomarker. Objectives: This pilot study aimed to investigate the association between hair Ca levels and acute coronary syndrome (ACS), and to evaluate correlations with the Systemic Inflammatory Index (SII), Systemic Inflammatory Response Index (SIRI), and selected CAD risk factors. Methods: Ca levels were measured in hair samples from patients undergoing coronary angiography for suspected myocardial infarction. Associations with ACS diagnosis, Syntax score, SII, SIRI, and CVD risk factors were analyzed. Results: Serum calcium levels were not significantly associated with the presence of acute coronary syndrome (ACS) (p = 0.392) or with its clinical subtypes, including ST-elevation myocardial infarction (STEMI), non-ST-elevation myocardial infarction (NSTEMI), and unstable angina (UA) (p = 0.225). Diagnosis of ACS was linked to higher SII (p = 0.028) but not SIRI (p = 0.779). Ca levels correlated negatively with Syntax score (R = -0.19, p = 0.035) and SII (R = -0.22, p = 0.021) and positively with HDL-C (R = 0.18, p = 0.046). Conclusions: Hair calcium content may reflect subclinical inflammation and CAD severity. Although no direct link to ACS was observed, the associations with SII, HDL-C, and Syntax score suggest a potential diagnostic role which should be further explored in larger, well-controlled studies.",NA,NA,NA,NA,NA,NA,NA
B5Z6HBPJ,Possible toxic water factor in coronary heart-disease.,10.1016/s0140-6736(75)91949-2,"Many reports indicate a significant negative correlation between death-rates for coronary heart-disease (C.H.D.) and water hardness. A reverse situation exists in  the twin Kansas cities, U.S.A. Kansas City, Kansas, has water which is more than  twice as hard as the softened water of Kansas City, Missouri, from the same  source. Serum cholesterol and triglyceride levels were similar, but  blood-pressure was higher in Kansas City, Kansas, and this correlated with higher  serum-sodium, lower serum-potassium, and a tenfold higher serum-cadmium. Serum  calcium and magnesium levels were higher in Kansas, while copper, chromium,  cobalt, and zinc were higher in Missouri. The serum studies were con ducted on  two matched groups of 260 adults from each of the sample cities. Hypertension may  account for the reverse C.H.D. rate noted and be cadmium related.",NA,NA,NA,NA,NA,NA,NA
DJXWMNDS,Vitamin D status in dark-skinned patients undergoing hemodialysis in a continually sunny country.,10.5301/jn.5000079,"BACKGROUND: Vitamin D (vitD) insufficiency is common in end-stage renal disease. Seasonal and ethnic differences in vitD status have been reported previously. We  hypothesized that vitD status in Afro-Caribbean patients on hemodialysis (HD)  living in a country with a constant sunny climate would be better than that in  African-American HD patients living in countries with a winter season. METHOD: A  cross-sectional study was conducted in 152 Afro-Caribbean HD patients in a  dialysis center located in Guadeloupe. We evaluated the prevalence of vitD  insufficiency, defined as serum 25-hydroxyvitamin D (25(OH)D) levels below 30  ng/mL, compared with those results previously reported in African-American HD  patients (88%). RESULTS: Prevalence of vitD insufficiency was 60% and thus lower  than that in the African-American patients considered as the reference population  (p<0.001). In our diabetic patients, this prevalence was 72.4%. Globally, 9.2% of  patients had 25(OH)D below 15 ng/mL. Alfacalcidol therapy was prescribed in 29%.  Mean 25(OH)D levels were higher in treated than in untreated patients (32 vs. 27  ng/mL; p=0.009). Patients with vitD insufficiency had dyslipidemia and diabetes  more frequently. No significant differences were found between patients with and  without vitD insufficiency for serum calcium, phosphorus and parathyroid hormone  (PTH). In untreated patients, no significant correlation was found between  25(OH)D and PTH levels. CONCLUSION: Prevalence of vitD insufficiency in  Afro-Caribbean HD patients was lower than that previously reported in African  Americans undergoing HD in the United States. This finding may be due to the  constantly sunny weather with a high intensity of UVB radiation in Guadeloupe.",NA,NA,NA,NA,NA,NA,NA
HF6ZSMEG,Diabetic retinopathy: a new predictor in patients on regular hemodialysis.,10.1185/03007995.2012.684675,"BACKGROUND: Data evaluating the presence and impact of diabetic retinopathy (DR) in patients on regular hemodialysis (HD) are scarce. OBJECTIVE: To assess  prevalence and outcomes of DR in HD patients. METHODS: Data were collected from  252 consecutive HD-dependent patients who underwent eye examination for detection  of DR in 2007. Patients were divided into two groups (DR vs. no-DR) and followed  up for 3 years. Demographic and clinical profiles were analyzed and compared.  Multivariate logistic regression was used to find out the predictors of DR,  morbidity and mortality. RESULTS: DR was diagnosed in 113 patients (45%). In  comparison to no-DR, DR patients were older and more likely to have high  prevalence of dyslipidemia, coronary artery disease and cerebrovascular  accidents. Duration of DM was longer in DR patients (p = 0.02). There was  significant correlation between DR and nephropathy (r = 0.38; p = 0.001) and PAD  (r = 0.27; p = 0.001). Hemoglobin A1c, serum calcium and total cholesterol were  higher while serum albumin and phosphorus were lower in DR in comparison to no-DR  group. The rates of renal transplant, coronary artery disease and cerebrovascular  accidents were comparable in the two groups. Peripheral arterial disease (PAD)  was associated with 4-fold increase in the presence of DR (Adjusted OR 3.9;  p = 0.009). DR was independent predictor for PAD (adjusted OR 2.2; p = 0.01).  Age-sex adjusted DR was independent predictor of 3-year mortality (OR 2.04;  p = 0.03). LIMITATIONS: The main issue with a cross-sectional study such as this,  is differentiating cause and effect from simple association. Also, the current  study did not specify the severity of DR. CONCLUSION: Prevalence of DR is high  among HD patients and associated with high mortality. DR is an independent  predictor for PAD and not for transplantation. Early detection of DR is highly  recommended among HD population for risk-stratification and counseling. Further  randomized controlled studies are needed to support our finding.",NA,NA,NA,NA,NA,NA,NA
K3UQZRCW,Early coronary calcification in children and young adults with end-stage renal disease,10.1016/j.transproceed.2006.10.198,"Cardiovascular disease is a major cause of morbidity and mortality in children and young adults with end-stage renal disease. In our study, we retrospectively analyzed the records of 11 patients who had undergone electron beam computerized tomography in our dialysis unit. Our patients, aged 11 to 24 years (median, 19.3 years) were on dialysis or had functioning grafts. Coronary calcification was observed in seven patients (64%) with a mean calcium score of 273.8 +/- 708 (range 0.8 to 1864) in our study population. We compared clinical characteristics like age, gender, duration of end-stage renal disease, time on hemodialysis, body mass index, and blood pressures between the patients with calcifications (group 1) and those with out calcification (group 11). We also compared the laboratory data including daily calcium and calcitriol intake, lipid profile, serum calcium and phosphorus levels, calcium/phosphorus products, and serum parathyroid hormone levels in the both groups. The mean daily dose of total calcium, triglyceride level, and calcium/phosphorus products were higher in the calcification group though not statistically significant. The mean daily dose of calcitriol was significantly higher in patients with calcification. Using Spearman multivariate correlation, we found a correlation between the coronary calcium scores and mean daily doses of total calcium and calcitriol (r =.750, P =.008 and r =.869, P =.001, respectively). We conclude that coronary calcification, which is a proven predictor of cardiovascular disease, begins at a very early age and that daily doses of elemental calcium and calcitriol seem to be important factors in our study population.",NA,NA,NA,NA,NA,NA,NA
GDK5X5EC,"Auxologic, biochemical and clinical (ABC) profile of low birth weight babies- a 2-year prospective study.",10.1093/tropej/fmm048,"INTRODUCTION: Low Birth Weight (LBW) is a key determinant of neonatal mortality, morbidity, subsequent growth and development as well as early onset of adulthood  diseases. It represents a conflation of two outcomes-preterm- and term 'light for  date' (LFD) babies. This study looks at key auxologic, biochemical and clinical  (ABC) parameters of a cohort of LBW babies, both preterm- and term in comparison  to a group of normal-term (control) babies. An attempt was also made to see how  these parameters were at the end of a 2 year follow-up period with the currently  available interventions. MATERIALS AND METHODS: A cohort of 500 babies was  selected at birth from a tertiary care teaching hospital in Kerala, India, key  ABC indices were measured including relevant maternal data. The initial  biochemical measurements were done using umbilical cord blood. Currently  recommended nutritional interventions were provided to all the normal and LBW  babies. At the end of 2 years, the measurements were repeated in a subset of  babies available for follow-up (n = 147). RESULTS: From the cohort of 500 babies,  two had to be eliminated as biochemical parameters could not be done due to  technical reasons from the available umbilical cord blood. They were categorized  into three groups: preterm-LBW (11.85%), term-LBW (38.55%) and normal-term  controls (49.6%). The maternal characteristics like socio-economic status,  maternal weight, height, BMI and hemoglobin levels were comparable in the three  subsets. All of them belonged to middle or low-socio-economic status representing  the non-affluent. In the initial group (n = 498), all the auxologic measurements  and the nutrients measured namely, total protein, albumin, total cholesterol,  triglycerides, calcium, magnesium, zinc and iron levels were significantly lower  (p < 0.05) among LBW, lowest in preterm followed by term-LBW, compared to term  controls. Total iron binding capacity showed inverse correlation with iron level.  Protein, albumin, calcium and iron levels were low in many babies, and mean  calcium and iron levels were below the normal range in all the three subsets  reflecting reduced transfer from the mother. At the end of 2 years, calcium,  magnesium, zinc and iron were significantly lower in preterm- and term-LBW (p <  0.05) compared to controls and mean value of serum calcium continued to be below  the normal range in all the three subsets. At final follow-up, majority of the  LBW babies had varying grades of malnutrition and only 1 (7%) of preterm-LBW  subset and 13 (28%) of term-LBW subset had optimum catch up growth resulting in  normal nutritional status with the existing interventions. Three (3.5%) of the  normal babies were noted to slip down to malnutrition at the end of 2 years.  CONCLUSIONS: Preterm- and term-LBW babies are born with significantly lower  nutrient reserves at birth compared to term-normal babies, this was lowest among  the preterm babies. As this reserve may be further lowered by recurrent  infections and inappropriate feeding habits, there is a need for special feeding  and nutrient supplements in this group. Calcium and iron levels were suboptimum  at birth and calcium levels remained suboptimum even at the end of 2 years in all  three subsets including controls in this non-affluent group. Currently available  interventions may prevent the occurrence of overt clinical nutrient deficiencies,  but do not ensure optimum growth, even among normal birth weight babies as some  of these babies were seen to slip into the pool of malnutrition subsequently.  Specialized nutritional surveillance and supplements are recommended for LBW  babies to promote optimum growth and prevent subclinical nutrient deficiencies.  Infant feeding practices should be strengthened and integrated with the existing  health care programs to reach all the beneficiaries. Along with the existing  special supplementation programs like iron folic acid, vitamin A, iodine etc.,  calcium supplementation should also be considered. It is also essential to  concentrate on the girl child, the adolescent girl, prospective mother and  prenatal mother to ensure optimum nutrition and nutrient transfer to future  offsprings.",NA,NA,NA,NA,NA,NA,NA
83EYVDNE,Association of lower serum cholesterol levels with higher risk of osteoporosis in type 2 diabetes.,10.4158/EP.13.6.620,"OBJECTIVE: To determine whether a correlation exists between bone mineral density and circulating lipoprotein levels and whether these variables are independently  associated with osteoporosis in patients with type 2 diabetes. METHODS: In a  cross-sectional analysis, 159 patients with type 2 diabetes were compared with 70  patients without diabetes selected from an outpatient endocrinology clinic in a  tertiary care institute during a 1-year period. Variables were gathered through  history, physical examination, and laboratory findings, including blood chemistry  studies and dual-energy x-ray absorptiometry. RESULTS: Of the 229 study patients,  86 (37.6%) had osteoporosis. In the patients with diabetes, the mean +/- SD of  age, weight, total cholesterol, and low-density lipoprotein (LDL) cholesterol in  those with and without osteoporosis was 72.3 +/- 10.4 years versus 63.6 +/- 11.0  years, 74.2 +/- 14.4 kg versus 83.7 +/- 15.5 kg, 178.4 +/- 33.7 mg/dL versus  194.1 +/- 33.9 mg/dL, and 100.0 +/- 27.1 mg/dL versus 114.2 +/- 30.2 mg/dL,  respectively (P<0.01 for all variables). After adjustment for other variables,  multiple logistic regression analysis showed that the presence of diabetes was  associated with a lower risk of osteoporosis. Similarly, older age and lower body  weight, LDL levels, and serum calcium levels were independently associated with  lumbar spine osteoporosis in patients with diabetes, in comparison with older age  and lower weight in patients without diabetes. Lower weight and older age were  associated with femoral neck and total hip osteoporosis in patients with  diabetes, in comparison with only older age in patients without diabetes.  CONCLUSION: The presence of type 2 diabetes is associated with a lower risk of  osteoporosis. In patients with type 2 diabetes, a lower LDL level is more likely  to be associated with osteoporosis at the lumbar spine.",NA,NA,NA,NA,NA,NA,NA
FS92TLNT,"[Magnesium, calcium, zinc, potassium, total and HDL cholesterol and total creatine kinase in 37 cases of instable angina: a correlation study].",NA,"Plasma and erythrocyte magnesium (P-Mg, E-Mg), zinc (P-Zn, E-Zn) and potassium (P-K, E-K), plasma calcium (P-Ca), HDL-cholesterol and total cholesterol and  total creatine kinase (TCK) were determined in 37 cases (26 men, 11 women) of  unstable angina pectoris (UAP) on the first day of hospitalization. The same  variables, except P-K and TCK, were measured in 58 male and 53 female reference  subjects. The methods of measurement were emission spectrometry for K, atomic  absorption spectrometry for Mg, Ca and Zn, and the R CK NAC-activated Merckotest  for TCK. According to the normality of distributions, statistical analysis of  results was performed either by parametric or nonparametric tests. Multiple (R),  simple (r) and Spearman (rs) correlation coefficients were calculated, and only  significant correlations (p less than or equal to 0.05) were accepted. There was  no significant R for UAP patients. For UAP men, r was negative and significant  between P-Mg and E-K, but positive between P-Ca and P-Zn, as for reference  subjects; and rs was negative and significant between P-Zn and TCK. For UAP  women, only rs was positive and significant, between P-Mg and TCK. In the UAP  population, contrary to the reference population, there were no significant  differences relative to sex. In comparison with reference men, UAP men presented  a significant (p less than 0.005) increase in E-Mg and significant (p less than  0.001) decreases in P-Ca and P-Zn.(ABSTRACT TRUNCATED AT 250 WORDS)",NA,NA,NA,NA,NA,NA,NA
LTINMSLU,"Relation between 25-hydroxyvitamin D3, apolipoprotein A-I, and high density lipoprotein cholesterol.",10.1161/01.atv.12.6.671,"In a survey of cardiovascular risk factors in 185 men and 173 women of a Belgian population group, an independent and highly significant positive correlation was  found between the serum concentrations of 25-hydroxyvitamin D3 and apolipoprotein  A-I (p less than 0.001 in both sexes). 25-Hydroxyvitamin D3 also showed a  positive correlation with high density lipoprotein cholesterol levels (p less  than 0.05 in men and p less than 0.005 in women). This relation was independent  of a possible effect of 25-hydroxyvitamin D3 on serum calcium. Taking the  biological variation of 25-hydroxyvitamin D3 levels (+/- 2 SD = 25 ng/ml) into  account, these findings could explain variations in the levels of apolipoprotein  A-I of 15 mg/100 ml and of high density lipoprotein cholesterol of 4 mg/100 ml.",NA,NA,NA,NA,NA,NA,NA
7DA57VWE,Threat of unemployment and cardiovascular risk factors: longitudinal study of quality of sleep and serum cholesterol concentrations in men threatened with  redundancy.,10.1136/bmj.301.6750.461,"OBJECTIVE: To assess whether the threat of unemployment affects risk factors for cardiovascular disease. DESIGN: Longitudinal study of a cohort of middle aged  shipyard workers followed up for a mean of 6.2 (SD 1.9) years and a group of  controls observed for the same period. The first investigation took place during  a period of relative economic stability for the shipyard and the second during  the phase of its closure. SETTING: An age cohort health screening programme in  Malmö, Sweden. PARTICIPANTS: 715 Male shipyard workers and 261 age matched male  controls. MAIN OUTCOME MEASURES: Changes in 19 variables related to the risk of  cardiovascular disease, and psychological variables, alcohol consumption,  smoking, and dietary habits as assessed by questionnaire. RESULTS: Serum  cholesterol concentrations increased more (mean 0.25 (SD 0.68) mmol/l v 0.08  (0.66) mmol/l) and serum calcium concentrations decreased less (-0.06 (0.10)  mmol/l v -0.08 (0.09) mmol/l) in the shipyard workers than in the controls. A  correlation was found between scores for sleep disturbance and changes in serum  cholesterol concentration. In the whole series there was a greater increase in  serum cholesterol concentrations among men threatened with unemployment (437/976;  44.8%) than among those who were not. In stepwise regression analysis the change  in serum cholesterol concentration was correlated with changes in haemoglobin  concentration, body weight, and serum triglyceride and calcium concentrations. A  positive correlation was found between change in cholesterol concentration and  change in blood pressure, indicating that the overall risk profile had worsened  among men with increased serum cholesterol concentrations. CONCLUSIONS: Risk of  unemployment increases the serum cholesterol concentration in middle aged men,  the increase being more pronounced in those with sleep disturbance. The increase  in serum cholesterol is related to changes in other established risk factors for  cardiovascular disease. These findings might partly explain the excessive  mortality due to cardiovascular disease recorded among the unemployed and people  with sleep disturbance.",NA,NA,NA,NA,NA,NA,NA
T3IVU9V2,"THE RELATIONSHIP OF EGG CHOLESTEROL TO SERUM-CHOLESTEROL, SERUM-CALCIUM, FEED CONSUMPTION, AND DIETARY CHOLECALCIFEROL",10.3382/ps.0730472,"Hy-Line W36(R) hens, 20 wk of age, were randomly assigned to one of three dietary treatments consisting of cholecalciferol at (0, 550, or 2,750 IU/kg of finished feed). Serum calcium and cholesterol, yolk cholesterol, and egg specific gravity were measured. Feed consumption, egg production, and egg weight measurements were also recorded. Feed consumption, egg production, and egg weights were initially reduced when cholecalciferol was omitted from the diet. These effects disappeared by the beginning of the fourth 28-d period. Egg cholesterol concentrations among treatments followed no consistent pattern. A positive correlation was noted between serum calcium and serum cholesterol.",NA,NA,NA,NA,NA,NA,NA
